http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Albatros	'Oryza'	'sativa'	'TRACE_RICE:Albatros'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Albatros'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Arborio	'Oryza'	'sativa'	'TRACE_RICE:Arborio'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Arborio'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Arelate	'Oryza'	'sativa'	'TRACE_RICE:Arelate'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Arelate'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Ariete	'Oryza'	'sativa'	'TRACE_RICE:Ariete'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Ariete'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:BasmatiTypeIII	'Oryza'	'sativa'	'TRACE_RICE:BasmatiTypeIII'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:BasmatiTypeIII'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Caravela	'Oryza'	'sativa'	'TRACE_RICE:Caravela'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Caravela'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Carnaroli	'Oryza'	'sativa'	'TRACE_RICE:Carnaroli'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Carnaroli'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:CL28	'Oryza'	'sativa'	'TRACE_RICE:CL28'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:CL28'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Elettra	'Oryza'	'sativa'	'TRACE_RICE:Elettra'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Elettra'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Gageron	'Oryza'	'sativa'	'TRACE_RICE:Gageron'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Gageron'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Giza177	'Oryza'	'sativa'	'TRACE_RICE:Giza177'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Giza177'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Giza181	'Oryza'	'sativa'	'TRACE_RICE:Giza181'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Giza181'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:JSendra	'Oryza'	'sativa'	'TRACE_RICE:JSendra'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:JSendra'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Lusitano	'Oryza'	'sativa'	'TRACE_RICE:Lusitano'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Lusitano'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Macarico	'Oryza'	'sativa'	'TRACE_RICE:Macarico'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Macarico'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Manobi	'Oryza'	'sativa'	'TRACE_RICE:Manobi'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Manobi'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Ronaldo	'Oryza'	'sativa'	'TRACE_RICE:Ronaldo'	'Rice'	'http://brapi.biodata.pt/raiz/BiologicalMaterial_TRACE_RICE:Ronaldo'	'Biological Material'	'BiologicalEntity|BiologicalMaterial|Entity|NamedThing'
